steamid,appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,header_image,background,short_description
17460,717000,SKIMMERZ,2017-10-14,1,Harrison Went,Harrison Went,windows,0,Single-player;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,0,1,0,0,0,0-20000,1.69,https://steamcdn-a.akamaihd.net/steam/apps/717000/header.jpg?t=1511492408,https://steamcdn-a.akamaihd.net/steam/apps/717000/page_bg_generated_v6b.jpg?t=1511492408,Battle the enemy 3 rounds at a time in SKIMMERZ. Utilise game changing abilities to turn the tide and unlock each unique skimmer as you progress through colourful arena style maps.
2418,269430,Burning Cars,2014-01-31,1,Polynetix Studio,Polynetix Studio,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Partial Controller Support,Racing,Racing,15,4,32,0,0,50000-100000,4.79,https://steamcdn-a.akamaihd.net/steam/apps/269430/header.jpg?t=1447359765,https://steamcdn-a.akamaihd.net/steam/apps/269430/page_bg_generated_v6b.jpg?t=1447359765,"He got close a few times, but never won the Trashpit Championship. As skilled behind the wheel as your father was, there was something missing. Maybe it was instinct, maybe ferocity, or the hummingbird beat reaction times that success on the track demands."
25789,985930,::CallBack,2019-02-08,1,Water Temple Studio,Water Temple Studio,windows,0,Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,Action;Casual;Indie;Sports;Early Access,Early Access;Indie;Casual,0,1,0,0,0,0-20000,4.99,https://steamcdn-a.akamaihd.net/steam/apps/985930/header.jpg?t=1549674371,https://steamcdn-a.akamaihd.net/steam/apps/985930/page_bg_generated_v6b.jpg?t=1549674371,Compete in this frenetic arcade local party-game between friends by throwing projectiles at your opponents at full speed! Trajectories and rebounds must be mastered if you want to become the Champion of the Arena ! You need one controller per player to play.
14713,639320,Fading,2017-12-22,1,Kolapo Oni,Kolapo Oni,windows;mac,0,Single-player;Steam Achievements;Full controller support,Indie,Indie;Platformer;Minimalist,9,6,2,0,0,0-20000,2.89,https://steamcdn-a.akamaihd.net/steam/apps/639320/header.jpg?t=1513939973,https://steamcdn-a.akamaihd.net/steam/apps/639320/page_bg_generated_v6b.jpg?t=1513939973,Traverse the mind of a troubled man in a minimalist 2D adventure.
3099,296490,GemCraft - Chasing Shadows,2015-04-30,1,Game in a Bottle,Armor Games Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Tower Defense;Strategy;Indie,419,2179,88,2273,3334,100000-200000,6.99,https://steamcdn-a.akamaihd.net/steam/apps/296490/header.jpg?t=1511185831,https://steamcdn-a.akamaihd.net/steam/apps/296490/page_bg_generated_v6b.jpg?t=1511185831,"An epic, challenging tower defense game with an emphasis on strategy and replayability. Summon gems of immense magical potency and harness their unique abilities against a seemingly endless horde of monsters. The archdemon seeks to swallow the world, and you must journey to stand against her."
1957,250660,Bunny Must Die! Chelsea and the 7 Devils,2013-09-26,1,Platine Dispositif,Rockin' Android;Rockin Android,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Metroidvania;Anime;Action,32,221,100,425,425,20000-50000,6.99,https://steamcdn-a.akamaihd.net/steam/apps/250660/header.jpg?t=1524153917,https://steamcdn-a.akamaihd.net/steam/apps/250660/page_bg_generated_v6b.jpg?t=1524153917,"From the creator of the Gundemonium Collection comes a thrilling new 2D action-platformer! Help Bunny escape the Devils’ Labyrinth and defeat the 7 Devils in this hilariously over-the-top action-platformer game. Battle through a large, connected map filled with unique enemies, traps, and puzzles."
12842,578310,BRAIN / OUT,2017-02-24,1,Desertkun,Desertkun,windows;mac;linux,0,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Includes level editor,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;Multiplayer;Shooter,84,8343,2112,1433,77,1000000-2000000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/578310/header.jpg?t=1551112027,https://steamcdn-a.akamaihd.net/steam/apps/578310/page_bg_generated_v6b.jpg?t=1551112027,Brain / Out is a multiplayer shooter with a nostalgic post-Soviet feel. Experience dynamic battles and exterminate your enemies with a large arsenal of modern weaponry. Lock'n'load!
7373,419480,Starpoint Gemini Warlords,2017-05-23,1,Little Green Men Games,Iceberg Interactive,windows,0,Single-player;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;RPG;Simulation;Strategy,Space;Open World;Action,54,1830,628,0,0,100000-200000,26.99,https://steamcdn-a.akamaihd.net/steam/apps/419480/header.jpg?t=1552734291,https://steamcdn-a.akamaihd.net/steam/apps/419480/page_bg_generated_v6b.jpg?t=1552734291,Strategy from the front lines! Starpoint Gemini Warlords combines 3rd person capital spaceship combat with 4X strategy and RPG gameplay elements. Build mighty war fleets and send them into battle or lead them into combat yourself. Become the Warlord and conquer the Gemini system!
19332,771530,Take That,2018-12-24,1,S.Y. GAMES,S.Y. GAMES,windows;mac,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Adventure;Casual;Indie;Early Access,Early Access;Indie;Casual,16,31,6,0,0,0-20000,2.09,https://steamcdn-a.akamaihd.net/steam/apps/771530/header.jpg?t=1552994625,https://steamcdn-a.akamaihd.net/steam/apps/771530/page_bg_generated_v6b.jpg?t=1552994625,"Fast-paced Western shooting game, can quickly play the core content even if you only got 10 minutes break. Other fun patterns are added to the game to help you kill time when you don't know what to play."
20378,800700,Project Hastur,2019-02-12,1,Polymorphic Games,Polymorphic Games;University of Idaho,windows;mac;linux,0,Single-player;Steam Cloud,Indie;Strategy;Early Access,Early Access;Strategy;Indie,0,6,1,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/800700/header.jpg?t=1550087708,https://steamcdn-a.akamaihd.net/steam/apps/800700/page_bg_generated_v6b.jpg?t=1550087708,Defend humanity against the ever changing threat of the alien Proteans. Project Hastur combines elements of 3D tower defense and real-time strategy with models of biological evolution to create a uniquely challenging experience.
20484,803600,Disgaea 5 Complete / 魔界戦記ディスガイア5,2018-10-22,1,"Nippon Ichi Software Inc.","NIS America Inc.",windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,RPG;Strategy,Strategy;RPG;Anime,51,801,182,414,414,20000-50000,29.99,https://steamcdn-a.akamaihd.net/steam/apps/803600/header.jpg?t=1548989983,https://steamcdn-a.akamaihd.net/steam/apps/803600/page_bg_generated_v6b.jpg?t=1548989983,"The nefarious Overlord Void Dark seeks to enslave countless Netherworlds...and only the young demon Killia can stop him! Assemble your tenacious army of rebels and unleash vengeance in this hell-raising adventure! The stakes are high, the damage cap is higher, and the destruction is limitless!"
301,12330,Darkstar One,2008-02-13,1,Ascaron Entertainment ltd.,Strategy First,windows,0,Single-player,Action,Action;Space;Sci-fi,0,256,59,0,0,100000-200000,6.99,https://steamcdn-a.akamaihd.net/steam/apps/12330/header.jpg?t=1447351239,https://steamcdn-a.akamaihd.net/steam/apps/12330/page_bg_generated_v6b.jpg?t=1447351239,"Darkstar One offers a fantastic amount of freedom of choice. The story-based missions gradually lead you deeper into the galaxy to new races, new technologies and ever stronger opponents. Explore a vast array of solar systems in search of hidden artifacts of ancient races, essential objects for upgrading your ship--the Darkstar One."
997,65800,Dungeon Defenders,2011-10-18,1,Trendy Entertainment,Trendy Entertainment,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Indie;RPG;Strategy,Tower Defense;RPG;Co-op,114,10693,932,1993,1205,1000000-2000000,9.99,https://steamcdn-a.akamaihd.net/steam/apps/65800/header.jpg?t=1553796536,https://steamcdn-a.akamaihd.net/steam/apps/65800/page_bg_generated_v6b.jpg?t=1553796536,Create a hero from one of four classes to save Etheria in this 4-player coop Tower Defense Action-RPG. Includes Steam exclusive Portal gun &amp; TF2 familiars!
13691,603150,Defence to death,2017-05-11,1,Laush Dmitriy Sergeevich,Laush Studio,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Strategy,Strategy;Tower Defense;Singleplayer,8,19,31,228,228,20000-50000,4.79,https://steamcdn-a.akamaihd.net/steam/apps/603150/header.jpg?t=1546695274,https://steamcdn-a.akamaihd.net/steam/apps/603150/page_bg_generated_v6b.jpg?t=1546695274,&quot;Defence to death&quot; - game in genre &quot;Tower Defence&quot;. Defend Your castle from monster! Show Your's strength and wisdom.
12503,569630,Out of Ammo: Death Drive,2017-08-16,1,RocketWerkz,RocketWerkz,windows,0,Single-player;Steam Achievements,Violent;Gore;Action;Indie;Strategy,Action;Strategy;Gore,8,49,14,0,0,0-20000,7.19,https://steamcdn-a.akamaihd.net/steam/apps/569630/header.jpg?t=1502930100,https://steamcdn-a.akamaihd.net/steam/apps/569630/page_bg_generated_v6b.jpg?t=1502930100,"Based on the popular VR title Out of Ammo, the standalone sequel Death Drive presents an apocalyptic road trip developed exclusively for VR. Build defenses, scavenge scrap and and kill undead hordes however you see fit using an arsenal of firearms, melee weapons and mounted defenses."
21668,841010,Jack and Sara: Educational game,2018-05-02,1,Reew Games,Reew Games,windows,0,Single-player;Steam Achievements,Adventure;Casual,Casual;Adventure;Education,10,13,0,0,0,0-20000,1.69,https://steamcdn-a.akamaihd.net/steam/apps/841010/header.jpg?t=1525295945,https://steamcdn-a.akamaihd.net/steam/apps/841010/page_bg_generated_v6b.jpg?t=1525295945,"In an unobtrusive way, Jack and Sara will teach your child fun games for the development of logic, attention, memory and color perception."
22976,878620,Neotrie VR,2018-12-07,1,Virtual Dor;Universidad de Almería,Virtual Dor,windows,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op,Indie,Indie;VR;Education,0,2,0,0,0,0-20000,15.49,https://steamcdn-a.akamaihd.net/steam/apps/878620/header.jpg?t=1550595298,https://steamcdn-a.akamaihd.net/steam/apps/878620/page_bg_generated_v6b.jpg?t=1550595298,"NeoTrie VR, new Geometry in Virtual Reality."
15942,674890,Mechsprofit: Mech Tycoon Simulator,2018-05-04,1,Rahmat Nata Djaja,Rahmat Nata Djaja,windows,0,Single-player,Casual;Indie;Simulation;Strategy;Early Access,Early Access;Indie;Casual,0,9,1,0,0,0-20000,11.39,https://steamcdn-a.akamaihd.net/steam/apps/674890/header.jpg?t=1545214791,https://steamcdn-a.akamaihd.net/steam/apps/674890/page_bg_generated_v6b.jpg?t=1545214791,"A mech tycoon simulator game. Mechsprofit takes place in the beginning of a mech industry revolution, where giant mechanized robots are as ubiquitous as cars nowadays. You, as a novice mech factory owner have to produce (profitable) commercial mechs in order to keep your factory running."
8407,450390,The Lab,2016-04-05,1,Valve,Valve,windows,0,Single-player;VR Support;SteamVR Collectibles;Steam Leaderboards,Free to Play,Free to Play;VR;Action,0,2926,145,95,127,500000-1000000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/450390/header.jpg?t=1510766272,https://steamcdn-a.akamaihd.net/steam/apps/450390/page_bg_generated_v6b.jpg?t=1510766272,"Welcome to The Lab, a compilation of Valve’s room-scale VR experiments set in a pocket universe within Aperture Science. Fix a robot, defend a castle, adopt a mechanical dog, and more. Still not sold? It’s free!"
24232,923730,Monster MIX,2018-09-06,1,meokigame,meokigame,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Casual;Indie;Adventure,72,8,4,0,0,0-20000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/923730/header.jpg?t=1541586019,https://steamcdn-a.akamaihd.net/steam/apps/923730/page_bg_generated_v6b.jpg?t=1541586019,Welcome to the world of funny monsters! Evolution simulator in 2D with cute graphics.
8150,444440,Scapeland,2016-03-31,1,3100 games,3100 games,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie,Action;Adventure;Indie,15,40,26,0,0,0-20000,2.79,https://steamcdn-a.akamaihd.net/steam/apps/444440/header.jpg?t=1459443651,https://steamcdn-a.akamaihd.net/steam/apps/444440/page_bg_generated_v6b.jpg?t=1459443651,"The quiet and peaceful countryside in Scapeland is the perfect place to built up your own little paradise. Multiply your funds by selling plants and animal products. Enlarge your property, explore new areas and meet new people. This farming game is all about the happy and stress-free life of a farmer... or is it?"
4808,348400,BattleLore: Command,2015-03-31,1,Fantasy Flight Games,"Fantasy Flight Publishing  Inc.",windows;mac,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Board Game,7,52,33,0,0,0-20000,4.99,https://steamcdn-a.akamaihd.net/steam/apps/348400/header.jpg?t=1447368672,https://steamcdn-a.akamaihd.net/steam/apps/348400/page_bg_generated_v6b.jpg?t=1447368672,BattleLore: Command is based on the board game BattleLore Second Edition from Fantasy Flight Games. Lead the noble Daqan army in a campaign against the demon-blooded Uthuk Y’llan or battle head-to-head against a friend or AI opponent in Multiplayer!
7576,427510,Way of the Samurai 3,2016-03-23,1,ACQUIRE Corp.,Ghostlight LTD,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Action;Adventure;Character Customization,50,206,59,815,815,20000-50000,14.99,https://steamcdn-a.akamaihd.net/steam/apps/427510/header.jpg?t=1459514980,https://steamcdn-a.akamaihd.net/steam/apps/427510/page_bg_generated_v6b.jpg?t=1459514980,"Honour, sacrifice, betrayal… Your choices make you who you are. How will history remember you? Choose your friends and enemies carefully in a game where every decision has far-reaching consequences, and where finishing the game is just the beginning of your..."
14188,619520,Destruction 48,2017-06-10,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,windows,0,Single-player;Steam Trading Cards,Action;Adventure;Indie,Adventure;Indie;Action,0,19,25,414,450,20000-50000,3.19,https://steamcdn-a.akamaihd.net/steam/apps/619520/header.jpg?t=1539674862,https://steamcdn-a.akamaihd.net/steam/apps/619520/page_bg_generated_v6b.jpg?t=1539674862,"You are one of the few who has managed to survive after global epidemic. Your main task is to survive, but one day someone kidnapped the main character's Donald friend, he went look for him, no infected one, no mutant can't stop him. Look for weapon, ammunition, everything that will help you to survive and execute the mission."
4529,341550,Super Cyborg,2015-07-08,1,Artur Games;Music by Darkman007,Artur Games,windows,0,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Retro,35,400,45,0,0,20000-50000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/341550/header.jpg?t=1478245167,https://steamcdn-a.akamaihd.net/steam/apps/341550/page_bg_generated_v6b.jpg?t=1478245167,Super Cyborg is an old school non-stop hardcore run'n'gun action game! You are an elite battle cyborg who is sent in to investigate a series of anomalies on a mysterious island. The merciless alien known as the 'Xirxul life form' has been awakened by unwitting scientists and now: all humanity is in danger!
3156,298280,XenoRaptor,2014-06-16,1,Peter Cleary,-,windows;mac;linux,0,Single-player;Multi-player;Co-op;Full controller support;Steam Trading Cards,Action;Indie;Early Access,Early Access;Action;Indie,10,110,13,0,0,0-20000,6.99,https://steamcdn-a.akamaihd.net/steam/apps/298280/header.jpg?t=1502849365,https://steamcdn-a.akamaihd.net/steam/apps/298280/page_bg_generated_v6b.jpg?t=1502849365,"Take control of a cyberdragon and annihilate swarms of rocket propelled chainsaws either online or via LAN in this high speed, high skill 8 player co-op twinstick shooter."
18126,736810,The Raven Remastered,2018-03-13,1,KING Art,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Gore;Adventure,Adventure;Point & Click;Mystery,34,50,17,1,1,20000-50000,17.99,https://steamcdn-a.akamaihd.net/steam/apps/736810/header.jpg?t=1521107167,https://steamcdn-a.akamaihd.net/steam/apps/736810/page_bg_generated_v6b.jpg?t=1521107167,"London, 1964. An ancient ruby is stolen from the British Museum. At the crime scene: a raven feather. Is somebody trying to follow in the footsteps of The Raven, the legendary master thief who disappeared years before?"
5884,376130,Illuminascii,2015-08-11,1,DDD Wares,DDD Wares,windows;mac;linux,0,Single-player,Action;Indie,Illuminati;Indie;Action,0,21,18,0,0,0-20000,7.99,https://steamcdn-a.akamaihd.net/steam/apps/376130/header.jpg?t=1479307855,https://steamcdn-a.akamaihd.net/steam/apps/376130/page_bg_generated_v6b.jpg?t=1479307855,"Illuminascii - a first person shooter with an ascii text based visual style, featuring randomly generated content and roguelike / rpg elements. Monsters, weapons, armor, levels and cutscenes are all created with random characteristics."
23164,884770,Astro Bouncer,2018-06-29,1,For Kids,For Kids,windows;mac;linux,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual,58,2,1,0,0,50000-100000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/884770/header.jpg?t=1530274878,https://steamcdn-a.akamaihd.net/steam/apps/884770/page_bg_generated_v6b.jpg?t=1530274878,"A simple sci-Fi arcade game about the adventures of an astronaut in space. Jump and collect stars, and try not to get caught in the tentacles of an ancient monster."
22956,878280,Distorted Illusions,2018-10-19,1,Goober Games,Goober Games,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual;Free to Play,65,7,1,0,0,0-20000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/878280/header.jpg?t=1539981060,https://steamcdn-a.akamaihd.net/steam/apps/878280/page_bg_generated_v6b.jpg?t=1539981060,"Distorted Illusions is a free and relaxing block puzzle game featuring 2 modes, 6 puzzles, and many environments. Upgrade to Distorted Illusions Premium for more puzzles, difficulties up to 12x12, and the ability to import your own puzzles!"
5430,364900,Red Bit Ninja,2015-04-30,1,Seven Sails Games,Seven Sails Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Indie;Action;Platformer,14,7,21,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/364900/header.jpg?t=1509367859,https://steamcdn-a.akamaihd.net/steam/apps/364900/page_bg_generated_v6b.jpg?t=1509367859,"Red Bit Ninja is an old school platformer with a rope climbing physic and difficulty of the good old times. It features classic pixel art, hair pulling levels and five mean bosses."
18303,742530,Roguemance,2018-02-14,1,Lucas Molina,Lucas Molina,windows,0,Single-player;Local Co-op;Shared/Split Screen;Partial Controller Support,Indie;RPG;Strategy,Indie;Strategy;RPG,0,30,7,0,0,0-20000,4.99,https://steamcdn-a.akamaihd.net/steam/apps/742530/header.jpg?t=1519564762,https://steamcdn-a.akamaihd.net/steam/apps/742530/page_bg_generated_v6b.jpg?t=1519564762,"Roguemance is a roguelite with romance. Each battle is a date! Meet love interests, fight relationship problems and make heart-breaking decisions."
19066,763970,Leisure Suit Larry 1 - In the Land of the Lounge Lizards,2017-12-18,1,Assemble Entertainment,Assemble Entertainment,windows,0,Single-player,Adventure,Adventure;Sexual Content;Classic,0,24,11,0,0,20000-50000,2.89,https://steamcdn-a.akamaihd.net/steam/apps/763970/header.jpg?t=1542899851,https://steamcdn-a.akamaihd.net/steam/apps/763970/page_bg_generated_v6b.jpg?t=1542899851,"“What’s your sign, baby?” -Leisure Suit Larry “Wrong Way.” -any woman."
14527,631270,Haunted Hotel II: Believe the Lies,2017-05-19,1,Special Bit,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,1,0,0,0-20000,5.19,https://steamcdn-a.akamaihd.net/steam/apps/631270/header.jpg?t=1531438245,https://steamcdn-a.akamaihd.net/steam/apps/631270/page_bg_generated_v6b.jpg?t=1531438245,"A lone FBI agent has come to the Haunted Hotel, from which no one can escape, until its mysteries are unraveled."
2820,286790,Falcon A.T.,2016-01-08,1,Spectrum Holobyte,Retroism,windows,0,Single-player,Simulation,Simulation;Flight,0,5,1,0,0,0-20000,4.99,https://steamcdn-a.akamaihd.net/steam/apps/286790/header.jpg?t=1452290188,https://steamcdn-a.akamaihd.net/steam/apps/286790/page_bg_generated_v6b.jpg?t=1452290188,"When you climb into the cockpit of the F-16 Fighting Falcon, get set for the &quot;flight of your life&quot; as the powerful FALCON AT takes you streaking across the sky at Mach 2."
14353,625120,Last Hours Of Jack,2017-05-04,1,Pastanaga Sideral,Pastanaga Sideral,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Violent;Gore;Action;Adventure;Indie,Action;Adventure;Gore,15,29,5,0,0,0-20000,2.79,https://steamcdn-a.akamaihd.net/steam/apps/625120/header.jpg?t=1493934214,https://steamcdn-a.akamaihd.net/steam/apps/625120/page_bg_generated_v6b.jpg?t=1493934214,"Last Hours Of Jack is an adventure game full of gory action and comedy. Take control of Jack, the most sociopath and nerdy IT guy who works for a tech company, who will unexpectedly become the ultimate action hero in order to save the office (and the world?) from a zombie apocalypse!"
9126,470170,Evangeline™,2017-02-10,1,Raconteur Games,Raconteur Games,windows;mac;linux,0,Single-player;Full controller support;Commentary available,Indie,Indie;Walking Simulator;Story Rich,0,9,11,0,0,0-20000,5.59,https://steamcdn-a.akamaihd.net/steam/apps/470170/header.jpg?t=1490818412,https://steamcdn-a.akamaihd.net/steam/apps/470170/page_bg_generated_v6b.jpg?t=1490818412,"Evangeline™ is a short first person experience (FPX) where color guides you through the world. At the end, you have to ask yourself one simple question: If you could make one last call to a loved one, what would you say?"
6025,380670,Final Approach,2016-04-04,1,Phaser Lock Interactive,Phaser Lock Interactive,windows,0,Single-player;Steam Achievements;VR Support;SteamVR Collectibles;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Simulation;Strategy,VR;Casual;Strategy,47,319,17,0,0,20000-50000,10.99,https://steamcdn-a.akamaihd.net/steam/apps/380670/header.jpg?t=1510949215,https://steamcdn-a.akamaihd.net/steam/apps/380670/page_bg_generated_v6b.jpg?t=1510949215,"Take control of the skies like never before in a full Virtual Reality world! Airplanes on fire, commuter aircraft low on fuel, mid-air collisions, emergency helicopter rescues, military exercises and so much more!"
22685,870100,乌鸦 - Crows,2018-10-26,1,Labory,Labory,windows,0,Online Multi-Player;Online Co-op;Steam Achievements;Partial Controller Support,Indie,Indie;Horror;First-Person,1,1,2,0,0,0-20000,3.99,https://steamcdn-a.akamaihd.net/steam/apps/870100/header.jpg?t=1540577394,https://steamcdn-a.akamaihd.net/steam/apps/870100/page_bg_generated_v6b.jpg?t=1540577394,"Protect the Mafia, or be a traitor in Crows online."
5705,371300,Knee Deep,2015-07-06,1,Prologue Games,Prologue Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Mystery;Indie,43,119,30,0,0,20000-50000,14.99,https://steamcdn-a.akamaihd.net/steam/apps/371300/header.jpg?t=1478619581,https://steamcdn-a.akamaihd.net/steam/apps/371300/page_bg_generated_v6b.jpg?t=1478619581,"When a washed-up actor hangs himself on location, a spotlight is cast on the backwater Florida town of Cypress Knee. Your screen becomes a stage on which you investigate this mysterious death as three distinct characters."
25868,990250,Darkness and Flame: The Dark Side f2p,2018-12-26,1,FIVE-BN GAMES,FIVE-BN GAMES,windows;mac,0,Single-player;Steam Achievements;In-App Purchases;Steam Cloud,Adventure;Casual,Adventure;Casual;Hidden Object,22,27,10,0,0,0-20000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/990250/header.jpg?t=1545916986,https://steamcdn-a.akamaihd.net/steam/apps/990250/page_bg_generated_v6b.jpg?t=1545916986,"There is no one in the world who could return from the Dark Side inviolate… “Darkness and Flame. The Dark Side” is an adventure game in the genre of Hidden Objects, with plenty of mini-games and puzzles, unforgettable characters and complicated quests."
13162,587620,OKAMI HD / 大神 絶景版,2017-12-12,1,"CAPCOM Co. Ltd.","CAPCOM Co. Ltd.",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Great Soundtrack;Mythology,51,2854,236,1737,1884,100000-200000,15.99,https://steamcdn-a.akamaihd.net/steam/apps/587620/header.jpg?t=1550022287,https://steamcdn-a.akamaihd.net/steam/apps/587620/page_bg_generated_v6b.jpg?t=1550022287,Experience the critically acclaimed masterpiece with its renowned Sumi-e ink art style in breathtaking high resolution.
25452,972290,FlyingMetalSuit,2018-11-20,1,Wirtuel,Wirtuel,windows,0,Single-player,Indie,Indie;VR,0,7,1,0,0,0-20000,4.99,https://steamcdn-a.akamaihd.net/steam/apps/972290/header.jpg?t=1552611159,https://steamcdn-a.akamaihd.net/steam/apps/972290/page_bg_generated_v6b.jpg?t=1552611159,"FlyingMetalSuit is an VR aerial racing game. You fly in a superhero-style in an amazing suit during incredibles and dangerous races. 12 Grand Prix, 3 differents worlds, up to the challenge ?"
17989,732140,Below Zero,2018-01-09,0,Pixel Star,Dagestan Technology,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,8,6,0,0,0-20000,2.89,https://steamcdn-a.akamaihd.net/steam/apps/732140/header.jpg?t=1516295623,https://steamcdn-a.akamaihd.net/steam/apps/732140/page_bg_generated_v6b.jpg?t=1516295623,"There was a planetary catastrophe that has led to general temperature drop on the planet, which caused the death of almost all vegetation because of constant low temperature, and as a result, the emigration and death of herbivores."
17413,715670,DashPanel,2018-01-05,1,PyrofrogStudos,PyrofrogStudos,windows,0,In-App Purchases;Includes level editor,Utilities,Utilities,0,32,10,0,0,20000-50000,0.0,https://steamcdn-a.akamaihd.net/steam/apps/715670/header.jpg?t=1544842350,https://steamcdn-a.akamaihd.net/steam/apps/715670/page_bg_generated_v6b.jpg?t=1544842350,Turn your extra monitors into a fully customizable dashboard display for your favourite racing sims.
7502,424060,The Glow,2015-12-10,1,Brainwashing games,Brainwashing games,windows,0,Single-player;Steam Achievements,RPG;Strategy,RPG;Strategy;Indie,11,8,12,0,0,0-20000,2.79,https://steamcdn-a.akamaihd.net/steam/apps/424060/header.jpg?t=1449813811,https://steamcdn-a.akamaihd.net/steam/apps/424060/page_bg_generated_v6b.jpg?t=1449813811,"Red pill every day will keep you sane! “The Glow” is a single player, survival game with roguelike elements. Take control over one of the six characters, explore semi-randomly generated world and try to survive without losing your sanity in the process!"
5613,369000,Pongo,2015-05-11,1,Drixy Games,Black Shell Media,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Stats,Action;Adventure;Casual;Indie;Strategy,Action;Casual;Indie,8,328,140,658,658,100000-200000,0.79,https://steamcdn-a.akamaihd.net/steam/apps/369000/header.jpg?t=1447374044,https://steamcdn-a.akamaihd.net/steam/apps/369000/page_bg_generated_v6b.jpg?t=1447374044,"Pongo is a 3D action platformer that combines pogo stick jumps with strategic FPS combat. Grab your Pongo, a tool usable as either a pogo stick or a gun, and traverse the vast islands of Flubber."
10895,525740,Slashy Hero,2016-10-18,1,The Gentlebros;General Arcade,Kongregate,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual,Casual;Action;Adventure,16,21,1,0,0,0-20000,4.99,https://steamcdn-a.akamaihd.net/steam/apps/525740/header.jpg?t=1479233212,https://steamcdn-a.akamaihd.net/steam/apps/525740/page_bg_generated_v6b.jpg?t=1479233212,"In a world where evil monsters have stolen all of the candy, there is just one hero who can save Halloween. Suit up in your favorite costume and slash your way through hordes of ghouls, jack-o-lanterns, and other meanies in this award winning action game."
26830,1041400,Fight Angel/格斗天使,2019-04-15,1,Red Fox Studio,Red Fox Studio,windows,0,Single-player;Multi-player;Local Multi-Player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie;Early Access,Early Access;Nudity;Action,8,56,3,0,0,0-20000,15.49,https://steamcdn-a.akamaihd.net/steam/apps/1041400/header.jpg?t=1556163683,https://steamcdn-a.akamaihd.net/steam/apps/1041400/page_bg_generated_v6b.jpg?t=1556163683,"An all-female character fighting game with customizable characters, realistic chest swaying physical effect and a clothes breaking system."
